nk,en
"경공업과 지방공업, 편의봉사, 수산, 도시경영부문을 비롯하여 인민생활과 직결된 부문들에서는 당과 국가의 시책이 인민들에게 정확히 가닿을수 있게 현실성있고 합리적인 사업체계와 방법을 모색하고 무조건 실행하여야 한다.","It called for finding a realistic and rational work system and method and unconditionally carrying them out in light industry, regional industry, public service, fishery, urban management and other sectors directly related to the people's living so that the policies of the Party and state can reach the people correctly."
"보고에서는 인민경제발전과 인민생활향상에서 견인기적역할을 하는 과학기술의 중요성을 똑바로 인식하고 당의 과학기술중시, 과학기술선행의 원칙을 철저히 견지할데 대하여 언급되였으며 나라의 과학기술수준을 새로운 높은 단계에로 올려세우기 위한 혁신방향이 명시되였다.","The report stressed the need to thoroughly adhere to the Party's principle of attaching importance to and prioritizing science and technology, clearly understanding the importance of science and technology playing a locomotive role in developing the national economy and improving the people's living standard, and set forth the orientation of innovation to raise the country's scientific and technological level to a new higher stage."
"보고는 ２０２２년의 투쟁과정에 교육, 보건을 비롯하여 사회주의문화건설의 각 방면에서 달성한 성과와 경험들을 확대하고 편향들을 극복하기 위한 원칙과 방도적문제들을 취급하였다.","It dealt with the principles and ways to amplify the successes and experience gained in education, public health and all other fields for developing socialist culture in the course of the struggle of the year 2022 and to overcome deviations."
"총비서동지께서는 국가부흥발전의 강력한 추동력인 사회주의애국운동, 혁명적인 대중운동을 활발히 조직하고 옳게 이끌데 대하여 지적하시였다.","The General Secretary stressed the need to actively organize and properly guide the socialist patriotic movement, the revolutionary mass movement which is the powerful driving force for prosperity and development of the state."
"조선혁명고유의 전통인 충실성의 전통, 우리 국가고유의 전통인 애국의 전통을 든든히 견지하고 이어놓는데 선차적인 주목을 돌리고 충성과 애국의 위대한 힘으로 혁명을 전진시켜야 한다고 하시면서 총비서동지께서는 당조직들과 근로단체조직들에서 여러가지 대중적인 애국운동을 활발히 조직전개하는데서 나서는 원칙적문제들을 밝히시였다.","Saying that primary attention should be paid to firmly adhering to and inheriting the tradition of loyalty peculiar to the Korean revolution and the tradition of patriotism peculiar to our state and the revolution should be advanced by dint of loyalty and patriotism, he clarified the principled issues for the Party and working people's organizations to actively organize and conduct various popular patriotic movements."
보고에서는 북남관계의 현 상황과 지역의 평화와 안전을 엄중히 위협하는 외부적도전들에 대한 분석에 기초하여 자위적국방력강화에 박차를 가할데 대한 중대한 정책적결단이 천명되였다.,"The report clarified the crucial policy resolution on giving spurs to strengthening the self-reliant defence capabilities, on the basis of the analysis of the present situation of the inter-Korean relations and the external challenges seriously threatening the regional peace and security."
최근 미국과 적대세력들은 우리 군사력의 급속한 고도화와 세계유일무이의 핵법령발포로 심대한 타격을 받은데 이어 우리의 초강경대응의지에 부딪친 후 공포와 불안속에 전전긍긍하면서도 그 악착성과 발악상에 있어서 인류사에 류례를 찾아볼수 없는 극도의 대조선고립압살책동에 매달리고있다.,"The U.S. and other hostile forces have recently been hit hard by the rapid development of the military muscle of the DPRK and its promulgation of the nuclear law peerless in the world. Though seized with fear and uneasiness due to the DPRK's toughest counteraction, they are now keen on the extreme moves to isolate and stifle the DPRK, the atrocious and desperate moves unprecedented in human history."
"미국은 ２０２２년에 들어와 각종 핵타격수단들을 남조선에 상시적인 배치수준으로 자주 들이밀면서 우리 공화국에 대한 군사적압박수위를 최대로 끌어올리는 한편 일본, 남조선과의 ３각공조실현을 본격적으로 추진하면서 《동맹강화》의 간판밑에 《아시아판 나토》와 같은 새로운 군사쁠럭을 형성하는데 골몰하고있다.","In 2022 the U.S. frequently deployed various nuclear strike means in south Korea at the level of constant deployment, increasing the level of military pressure on the DPRK to the maximum.  And, at the same time, it is pushing forward the realization of triangular cooperation with Japan and south Korea on a full scale while working hard to establish a new military bloc like Asian version of NATO under the signboard of ""strengthened alliance""."
남조선은 그 무슨 《위협》에 대처한다는 간판밑에 무분별하고 위험천만한 군비증강책동에 광분하는 한편 적대적군사활동들을 활발히 하며 대결적자세로 도전해나서고있다.,"Under the pretext of coping with any ""threat"", south Korea is hell-bent on imprudent and dangerous arms buildup while busying itself with hostile military moves to pose a confrontational challenge."
"조성된 정세는 우리 국가를 정조준하고있는 미국과 적대세력들의 우려스러운 군사적동태에 대처하여 공화국의 주권과 안전, 근본리익을 철저히 담보할수 있는 압도적인 군사력강화에 배가의 노력을 가할것을 요구하고있다.","The prevailing situation calls for making redoubled efforts to overwhelmingly beef up the military muscle to thoroughly guarantee the sovereignty, security and fundamental interests of the Republic in response to the worrying military moves by the U.S. and other hostile forces precisely targeting the DPRK."
